Node List,Source
ADAMTS5,Tumor_Suppressor_CancerMine
ADAMTS1,Tumor_Suppressor_CancerMine
MPC1,Tumor_Suppressor_CancerMine
SESN2,Tumor_Suppressor_CancerMine
TWIST2,Tumor_Suppressor_CancerMine
MTSS1,Tumor_Suppressor_CancerMine
USP42,Tumor_Suppressor_CancerMine
FRMD6,Tumor_Suppressor_CancerMine
ADAM19,Tumor_Suppressor_CancerMine
ING4,Tumor_Suppressor_CancerMine
SOCS2,Tumor_Suppressor_CancerMine
MTO1,Tumor_Suppressor_CancerMine
RCBTB2,Tumor_Suppressor_CancerMine
SLC5A8,Tumor_Suppressor_CancerMine
PPP1R13L,Tumor_Suppressor_CancerMine
RHOBTB2,Tumor_Suppressor_CancerMine
UNC5D,Tumor_Suppressor_CancerMine
CES1,Tumor_Suppressor_CancerMine
SLC39A6,Tumor_Suppressor_CancerMine
BCO2,Tumor_Suppressor_CancerMine
ZDHHC2,Tumor_Suppressor_CancerMine
CEBPD,Tumor_Suppressor_CancerMine
TMEM37,Tumor_Suppressor_CancerMine
ERRFI1,Tumor_Suppressor_CancerMine
WIF1,Tumor_Suppressor_CancerMine
TP53INP1,Tumor_Suppressor_CancerMine
TMC6,Tumor_Suppressor_CancerMine
CDKN2B,Tumor_Suppressor_CancerMine
AMOT,Tumor_Suppressor_CancerMine
SPRED2,Tumor_Suppressor_CancerMine
CD274,Tumor_Suppressor_CancerMine
CDC42,Tumor_Suppressor_CancerMine
SLC39A2,Tumor_Suppressor_CancerMine
SUZ12,Tumor_Suppressor_CancerMine
POSTN,Tumor_Suppressor_CancerMine
TXNIP,Tumor_Suppressor_CancerMine
CTNNBIP1,Tumor_Suppressor_CancerMine
EFS,Tumor_Suppressor_CancerMine
RNF40,Tumor_Suppressor_CancerMine
LITAF,Tumor_Suppressor_CancerMine
IL32,Tumor_Suppressor_CancerMine
CHD5,Tumor_Suppressor_CancerMine
CD44,Tumor_Suppressor_CancerMine
FBXW7,Tumor_Suppressor_CancerMine
SUFU,Tumor_Suppressor_CancerMine
NKAIN2,Tumor_Suppressor_CancerMine
WNT16,Tumor_Suppressor_CancerMine
PAK6,Tumor_Suppressor_CancerMine
PARD3,Tumor_Suppressor_CancerMine
WNT3A,Tumor_Suppressor_CancerMine
TP63,Tumor_Suppressor_CancerMine
PXMP4,Tumor_Suppressor_CancerMine
SSBP2,Tumor_Suppressor_CancerMine
RASD1,Tumor_Suppressor_CancerMine
CCND1,Tumor_Suppressor_CancerMine
TNKS2,Tumor_Suppressor_CancerMine
CBX7,Tumor_Suppressor_CancerMine
CBX4,Tumor_Suppressor_CancerMine
KLB,Tumor_Suppressor_CancerMine
GOLPH3,Tumor_Suppressor_CancerMine
PRPF31,Tumor_Suppressor_CancerMine
CASR,Tumor_Suppressor_CancerMine
CASP1,Tumor_Suppressor_CancerMine
PUM1,Tumor_Suppressor_CancerMine
SIRT4,Tumor_Suppressor_CancerMine
INTS6,Tumor_Suppressor_CancerMine
NOX5,Tumor_Suppressor_CancerMine
TES,Tumor_Suppressor_CancerMine
CAMK2D,Tumor_Suppressor_CancerMine
NDRG3,Tumor_Suppressor_CancerMine
BRD7,Tumor_Suppressor_CancerMine
CAD,Tumor_Suppressor_CancerMine
ITCH,Tumor_Suppressor_CancerMine
CACNA1A,Tumor_Suppressor_CancerMine
FBXW2,Tumor_Suppressor_CancerMine
KDM2A,Tumor_Suppressor_CancerMine
RBMS3,Tumor_Suppressor_CancerMine
LGR4,Tumor_Suppressor_CancerMine
EI24,Tumor_Suppressor_CancerMine
ZNF185,Tumor_Suppressor_CancerMine
ZNF154,Tumor_Suppressor_CancerMine
YY1,Tumor_Suppressor_CancerMine
WRN,Tumor_Suppressor_CancerMine
WNT7B,Tumor_Suppressor_CancerMine
WNT5A,Tumor_Suppressor_CancerMine
VEGFA,Tumor_Suppressor_CancerMine
USP9X,Tumor_Suppressor_CancerMine
USP25,Tumor_Suppressor_CancerMine
USF2,Tumor_Suppressor_CancerMine
UHRF2,Tumor_Suppressor_CancerMine
SCGB1A1,Tumor_Suppressor_CancerMine
UCHL1,Tumor_Suppressor_CancerMine
TWIST1,Tumor_Suppressor_CancerMine
TPM1,Tumor_Suppressor_CancerMine
MED12,Tumor_Suppressor_CancerMine
TNFRSF10B,Tumor_Suppressor_CancerMine
TMEFF2,Tumor_Suppressor_CancerMine
TKT,Tumor_Suppressor_CancerMine
TGFBR2,Tumor_Suppressor_CancerMine
TFAP2A,Tumor_Suppressor_CancerMine
TCF3,Tumor_Suppressor_CancerMine
TBL1X,Tumor_Suppressor_CancerMine
TARBP2,Tumor_Suppressor_CancerMine
TACSTD2,Tumor_Suppressor_CancerMine
STK4,Tumor_Suppressor_CancerMine
STC1,Tumor_Suppressor_CancerMine
IL24,Tumor_Suppressor_CancerMine
BTG2,Tumor_Suppressor_CancerMine
SREBF2,Tumor_Suppressor_CancerMine
SRC,Tumor_Suppressor_CancerMine
SPRY1,Tumor_Suppressor_CancerMine
SPINT2,Tumor_Suppressor_CancerMine
SPINT1,Tumor_Suppressor_CancerMine
SPARCL1,Tumor_Suppressor_CancerMine
SPARC,Tumor_Suppressor_CancerMine
NHERF1,Tumor_Suppressor_CancerMine
SLC2A3,Tumor_Suppressor_CancerMine
SKP2,Tumor_Suppressor_CancerMine
SIAH2,Tumor_Suppressor_CancerMine
SFRP1,Tumor_Suppressor_CancerMine
SELENOP,Tumor_Suppressor_CancerMine
SELENBP1,Tumor_Suppressor_CancerMine
SEC23A,Tumor_Suppressor_CancerMine
CAVIN2,Tumor_Suppressor_CancerMine
CXCL11,Tumor_Suppressor_CancerMine
S100A11,Tumor_Suppressor_CancerMine
RUVBL2,Tumor_Suppressor_CancerMine
RPS6KB1,Tumor_Suppressor_CancerMine
BCL9,Tumor_Suppressor_CancerMine
RIPK3,Tumor_Suppressor_CancerMine
