Node List,Source
RGPD3,GDC_Mutational_Frequency
TNFRSF14,GDC_Mutational_Frequency
TLX3,GDC_Mutational_Frequency
FEN1,GDC_Mutational_Frequency
PCBP1,GDC_Mutational_Frequency
CLP1,GDC_Mutational_Frequency
DDIT3,GDC_Mutational_Frequency
FOXR1,GDC_Mutational_Frequency
CD28,GDC_Mutational_Frequency
FOXL2,GDC_Mutational_Frequency
FHIT,GDC_Mutational_Frequency
PDCD1LG2,GDC_Mutational_Frequency
SDHD,GDC_Mutational_Frequency
HLA-A,GDC_Mutational_Frequency
NUTM2D,GDC_Mutational_Frequency
MTCP1,GDC_Mutational_Frequency
NCOA4,GDC_Mutational_Frequency
WWTR1,GDC_Mutational_Frequency
CD74,GDC_Mutational_Frequency
CRTC1,GDC_Mutational_Frequency
BMPR1A,GDC_Mutational_Frequency
YWHAE,GDC_Mutational_Frequency
CCND1,GDC_Mutational_Frequency
ALDH2,GDC_Mutational_Frequency
CCNC,GDC_Mutational_Frequency
MYCL,GDC_Mutational_Frequency
MPL,GDC_Mutational_Frequency
CREB1,GDC_Mutational_Frequency
HOXC11,GDC_Mutational_Frequency
MYOD1,GDC_Mutational_Frequency
CDK4,GDC_Mutational_Frequency
TMEM127,GDC_Mutational_Frequency
RAC1,GDC_Mutational_Frequency
NKX2-1,GDC_Mutational_Frequency
SH3GL1,GDC_Mutational_Frequency
SDHC,GDC_Mutational_Frequency
S100A7,GDC_Mutational_Frequency
FOXO1,GDC_Mutational_Frequency
VTI1A,GDC_Mutational_Frequency
JAZF1,GDC_Mutational_Frequency
ELK4,GDC_Mutational_Frequency
WDCP,GDC_Mutational_Frequency
COX6C,GDC_Mutational_Frequency
PAFAH1B2,GDC_Mutational_Frequency
CNBP,GDC_Mutational_Frequency
SIX2,GDC_Mutational_Frequency
CHCHD7,GDC_Mutational_Frequency
MYD88,GDC_Mutational_Frequency
RMI2,GDC_Mutational_Frequency
MAF,GDC_Mutational_Frequency
CALR,GDC_Mutational_Frequency
HMGN2P46,GDC_Mutational_Frequency
IDH2,GDC_Mutational_Frequency
CREB3L2,GDC_Mutational_Frequency
LHFPL6,GDC_Mutational_Frequency
SS18L1,GDC_Mutational_Frequency
NUTM2B,GDC_Mutational_Frequency
TRIM27,GDC_Mutational_Frequency
CRLF2,GDC_Mutational_Frequency
CEP43,GDC_Mutational_Frequency
SSX2,GDC_Mutational_Frequency
CEBPA,GDC_Mutational_Frequency
C15orf65,GDC_Mutational_Frequency
H4C9,GDC_Mutational_Frequency
FSTL3,GDC_Mutational_Frequency
TCL1A,GDC_Mutational_Frequency
LEPROTL1,GDC_Mutational_Frequency
POU2AF1,GDC_Mutational_Frequency
SRSF3,GDC_Mutational_Frequency
ID3,GDC_Mutational_Frequency
KDSR,GDC_Mutational_Frequency
SOX21,GDC_Mutational_Frequency
HOXD11,GDC_Mutational_Frequency
CASP9,GDC_Mutational_Frequency
BTG1,GDC_Mutational_Frequency
VHL,GDC_Mutational_Frequency
ERCC5,GDC_Mutational_Frequency
XPA,GDC_Mutational_Frequency
LEF1,GDC_Mutational_Frequency
RSPO3,GDC_Mutational_Frequency
U2AF1,GDC_Mutational_Frequency
LMO1,GDC_Mutational_Frequency
BCL2,GDC_Mutational_Frequency
ETV4,GDC_Mutational_Frequency
SOCS1,GDC_Mutational_Frequency
TAL2,GDC_Mutational_Frequency
MLLT11,GDC_Mutational_Frequency
